,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
4468,1,1,4.2,3230,0,25,1152,1600.0,4373
4469,0,1,4.4,1149,0,21,1365,1100.0,5004
4470,1,1,4.5,799,0,20,714,800.0,1029
4471,1,1,4.5,1874,0,13,392,900.0,1802
4472,1,1,4.1,1541,0,20,1050,800.0,2360
4473,1,1,4.1,624,0,21,139,1500.0,1757
4474,1,0,4.0,827,0,20,1486,500.0,3787
4475,1,0,3.7,479,0,20,602,850.0,4724
4476,0,0,3.9,204,0,20,281,550.0,5004
4477,1,0,3.9,467,0,20,110,550.0,1231
4478,0,0,4.3,315,0,51,1055,300.0,5004
4479,1,1,4.1,2724,0,20,294,800.0,4327
4480,1,0,3.8,254,0,20,280,800.0,1274
4481,1,0,4.2,185,0,51,1205,300.0,5004
4482,1,0,3.9,420,0,20,110,800.0,3608
4483,1,0,3.9,363,0,20,1152,600.0,3866
4484,0,1,4.0,165,0,4,876,1100.0,5004
4485,1,0,4.1,464,0,13,342,500.0,4530
4486,1,0,3.7,115,0,20,563,550.0,4676
4487,1,0,3.7,135,0,20,1192,500.0,1544
4488,1,0,3.8,685,0,20,1595,400.0,4181
4489,1,0,3.9,255,0,20,49,500.0,1099
4490,1,0,4.1,295,0,20,248,700.0,5004
4491,1,0,3.0,102,0,20,1585,600.0,4672
4492,1,0,4.0,245,0,62,200,400.0,1843
4493,1,0,4.0,943,0,20,556,600.0,4755
4494,1,1,3.9,74,0,20,242,700.0,2074
4495,1,0,3.8,273,0,20,1306,900.0,2270
4496,1,0,3.9,68,0,20,1161,1000.0,3705
4497,1,0,3.9,214,0,20,1236,600.0,4347
4498,1,0,3.9,670,0,20,1152,500.0,4286
4499,1,0,3.6,218,0,20,284,600.0,4907
4500,1,0,3.5,221,0,70,1115,400.0,314
4501,1,0,3.6,71,0,62,1244,350.0,1170
4502,1,0,3.8,100,0,13,486,700.0,2488
4503,1,0,3.8,99,0,20,1585,350.0,3378
4504,0,0,4.4,76,0,20,288,600.0,5004
4505,1,0,3.5,735,0,20,46,600.0,1238
4506,0,0,2.9,84,0,20,1181,500.0,5004
4507,1,0,3.9,331,0,13,1191,200.0,2282
4508,1,0,3.8,117,0,20,1177,600.0,3552
4509,1,0,3.8,613,0,13,470,600.0,3420
4510,1,0,3.0,61,0,13,330,650.0,806
4511,1,0,3.6,41,0,13,399,600.0,3437
4512,0,0,4.0,147,0,13,434,400.0,5004
4513,1,0,3.8,337,0,20,64,800.0,929
4514,0,0,3.7,28,0,20,1192,500.0,5004
4515,1,0,2.7,73,0,20,563,600.0,1474
4516,1,0,3.1,140,0,20,1178,600.0,982
4517,1,0,3.8,254,0,20,519,550.0,5004
4518,1,0,3.7,46,0,20,1192,600.0,3751
4519,0,0,4.0,115,0,20,760,1000.0,5004
4520,0,0,3.1,53,0,20,1247,600.0,5004
4521,0,0,3.6,61,0,13,330,500.0,5004
4522,1,0,3.9,438,0,20,195,650.0,2981
4523,0,0,3.7,41,0,20,280,450.0,5004
4524,0,0,3.7,112,0,20,548,500.0,5004
4525,1,0,3.8,208,0,19,364,650.0,5004
4526,1,1,3.9,487,0,13,708,700.0,3298
4527,0,0,3.8,63,0,13,330,500.0,5004
4528,1,0,4.0,113,0,12,1648,250.0,427
4529,1,0,2.8,62,0,20,1456,500.0,3784
4530,1,0,3.9,52,0,62,1585,300.0,5004
4531,1,0,3.9,88,0,62,963,1000.0,1777
4532,1,0,4.1,99,0,62,535,300.0,3733
4533,1,0,3.9,1189,0,62,1192,500.0,3546
4534,1,0,3.9,179,0,62,1457,250.0,4860
4535,1,0,4.2,465,0,62,1056,400.0,3664
4536,1,0,4.1,783,0,62,1593,300.0,2661
4537,0,0,4.0,137,0,62,1041,200.0,5004
4538,1,0,3.9,191,0,62,254,300.0,1542
4539,1,0,3.5,383,0,62,264,400.0,1995
4540,1,0,4.1,381,0,62,83,250.0,4026
4541,1,0,4.2,465,0,62,1175,300.0,1699
4542,1,0,3.9,348,0,62,320,400.0,2601
4543,1,0,4.1,521,0,62,1470,400.0,3098
4544,1,0,3.9,441,0,62,1186,500.0,997
4545,1,0,4.0,199,0,62,1152,300.0,2755
4546,1,0,3.9,201,0,62,1447,300.0,2760
4547,1,0,4.0,113,0,62,589,400.0,153
4548,1,0,3.8,376,0,62,1200,500.0,1243
4549,1,0,4.0,84,0,62,854,400.0,3588
4550,0,0,4.0,160,0,68,1636,150.0,5004
4551,1,0,3.2,64,0,62,1264,250.0,4762
4552,1,0,3.9,879,0,62,1352,500.0,970
4553,1,0,4.1,128,0,62,1152,150.0,1903
4554,0,0,3.8,110,0,62,1640,200.0,5004
4555,1,0,3.9,183,0,62,866,250.0,4632
4556,1,0,3.9,201,0,62,83,300.0,2727
4557,1,0,3.4,46,0,62,1632,200.0,3795
4558,1,0,3.7,66,0,62,1559,300.0,5004
4559,1,0,2.8,178,0,62,1380,700.0,1410
4560,0,0,4.1,358,0,62,603,500.0,5004
4561,1,0,3.9,170,0,62,1059,300.0,3177
4562,0,0,3.7,126,0,62,1152,200.0,5004
4563,1,0,2.8,138,0,62,1447,300.0,5004
4564,1,0,3.9,56,0,62,233,300.0,4418
4565,1,0,3.7,195,0,62,1152,400.0,4862
4566,1,0,3.9,187,0,62,292,600.0,723
4567,1,0,3.5,177,0,62,201,500.0,2045
4568,1,0,3.9,124,0,62,1192,400.0,3116
4569,0,0,4.0,213,0,62,1435,500.0,5004
4570,1,0,3.0,96,0,62,1192,300.0,704
4571,1,0,3.6,59,0,62,320,500.0,5004
4572,0,0,3.8,58,0,62,1543,300.0,5004
4573,0,0,3.9,41,0,3,193,200.0,5004
4574,1,0,3.9,357,0,62,1192,400.0,4039
4575,1,0,3.3,334,0,62,280,400.0,1989
4576,0,0,3.8,87,0,62,815,250.0,5004
4577,1,0,3.8,60,0,62,201,300.0,170
4578,1,0,3.9,138,0,62,1323,300.0,5004
4579,1,0,3.1,40,0,62,1152,400.0,5004
4580,1,0,3.5,283,0,62,204,350.0,5004
4581,1,0,3.6,474,0,62,1231,450.0,4007
4582,1,0,2.9,42,0,62,1428,250.0,4478
4583,1,0,3.7,61,0,62,869,450.0,4203
4584,1,0,3.7,184,0,62,856,400.0,1124
4585,0,0,3.0,67,0,62,1585,300.0,5004
4586,0,0,2.4,221,0,62,1152,550.0,5004
4587,1,0,2.6,473,0,62,998,600.0,5004
4588,0,0,4.0,40,0,9,208,400.0,5004
4589,0,0,3.5,42,0,62,1283,400.0,5004
4590,0,0,2.7,76,0,62,1192,500.0,5004
4591,0,0,2.6,75,0,62,1434,400.0,5004
4592,0,0,3.6,34,0,62,998,650.0,5004
4593,0,0,2.8,60,0,62,1329,250.0,5004
4594,1,0,3.4,147,0,62,1042,400.0,5004
4595,1,0,3.1,89,0,62,1370,350.0,5004
4596,1,0,3.7,178,0,62,1192,400.0,2804
4597,1,0,2.9,177,0,62,1192,300.0,3172
4598,1,0,2.9,127,0,62,563,300.0,541
4599,1,0,2.9,257,0,62,1152,250.0,5004
4600,1,1,4.0,150,39,20,704,1100.0,5004
4601,0,0,4.2,221,39,13,504,200.0,5004
4602,1,0,4.1,60,39,13,449,600.0,5004
4603,0,0,4.7,14654,42,16,336,900.0,5004
4604,0,1,4.7,10413,42,21,1319,1400.0,5004
4605,1,0,4.6,4650,44,46,31,1500.0,1515
4606,0,1,4.4,1533,42,54,1124,2000.0,5004
4607,0,1,4.5,3902,42,60,887,1000.0,5004
4608,0,1,4.5,2225,44,21,1120,1100.0,5004
4609,1,1,4.5,3125,42,21,1229,1500.0,1556
4610,0,1,4.2,1721,42,20,635,1200.0,5004
4611,1,1,4.4,2493,3,57,1339,900.0,5004
4612,0,1,4.7,3852,28,20,1321,1600.0,5004
4613,1,1,4.5,3458,42,20,1396,1300.0,5004
4614,0,1,4.5,2540,42,5,723,1300.0,5004
4615,0,0,4.3,2349,42,57,884,1400.0,5004
4616,0,0,4.5,3826,42,13,467,800.0,5004
4617,1,1,4.4,3870,42,25,711,1600.0,482
4618,0,1,4.5,6348,44,5,1103,1600.0,5004
4619,0,1,4.3,1520,42,20,1129,700.0,5004
4620,1,1,4.9,2178,42,21,132,1500.0,4914
4621,1,1,4.4,4315,28,52,623,1600.0,2325
4622,0,0,4.7,3197,42,16,520,750.0,5004
4623,1,1,4.2,2616,42,20,512,1300.0,5004
4624,0,1,4.7,4845,42,20,961,1500.0,5004
4625,0,1,4.1,2456,28,20,1489,1000.0,5004
4626,0,1,4.8,4390,42,4,641,1000.0,5004
4627,0,1,4.6,319,28,20,1432,1300.0,5004
4628,1,1,4.4,455,44,21,1152,1500.0,5004
4629,0,1,4.4,110,42,46,1467,1500.0,5004
4630,0,1,4.6,866,41,54,685,1400.0,5004
4631,0,1,4.6,4947,42,26,801,1800.0,5004
4632,1,0,4.3,3447,44,20,1152,600.0,5004
4633,0,1,4.5,1932,42,54,628,1400.0,5004
4634,0,0,4.0,2729,42,13,398,1300.0,5004
4635,1,0,4.4,7210,42,20,302,600.0,646
4636,0,1,4.2,1214,28,20,1486,1200.0,5004
4637,0,1,4.3,1201,28,5,801,1500.0,5004
4638,1,1,4.4,3667,42,20,604,1400.0,2974
4639,0,1,4.4,1213,41,53,34,1200.0,5004
4640,0,1,3.9,1771,28,4,897,1300.0,5004
4641,1,1,4.5,710,44,20,1005,1500.0,794
4642,0,1,4.1,782,40,20,1371,1500.0,5004
4643,0,1,4.1,1786,42,20,14,1000.0,5004
4644,0,1,4.3,956,3,21,1413,1000.0,5004
4645,0,1,4.0,2151,42,46,625,1000.0,5004
4646,0,0,4.4,159,42,17,465,600.0,5004
4647,1,0,3.9,682,30,20,1385,650.0,1347
4648,0,1,4.5,678,42,20,601,1400.0,5004
4649,0,0,4.3,2296,42,20,64,800.0,5004
4650,1,1,4.3,2563,42,4,686,1200.0,4778
4651,1,0,4.4,1944,30,20,236,800.0,2808
4652,1,1,4.1,1078,30,20,1192,1000.0,5004
4653,1,1,4.4,1851,43,20,519,1100.0,5004
4654,1,1,4.4,677,44,20,1377,1500.0,1838
4655,1,1,4.1,1697,42,20,1192,1200.0,4546
4656,1,1,4.2,1365,44,21,121,1400.0,3549
4657,0,0,3.8,1159,42,20,49,650.0,5004
4658,1,0,4.3,1587,42,20,150,550.0,4804
4659,1,1,4.0,1851,43,20,1152,600.0,5004
4660,0,1,4.3,2241,42,20,607,1100.0,5004
4661,1,1,4.1,454,28,20,693,700.0,1668
4662,1,1,4.2,541,42,26,1261,1000.0,3015
4663,0,1,4.3,1463,42,13,404,800.0,5004
4664,1,0,3.8,120,22,20,299,600.0,3307
4665,1,1,4.3,1800,42,22,658,900.0,4492
4666,1,0,4.1,6875,42,20,1398,750.0,4322
4667,0,0,4.1,435,42,20,1205,500.0,5004
4668,1,1,4.4,383,42,21,1104,1500.0,1713
4669,1,1,4.4,197,42,13,496,800.0,604
4670,0,0,4.5,729,42,20,1105,1200.0,5004
4671,0,0,4.0,335,30,20,1169,550.0,5004
4672,1,0,4.4,939,42,13,433,900.0,4031
4673,1,1,4.2,468,42,13,387,800.0,3075
4674,1,0,4.7,1022,44,17,429,550.0,5004
4675,1,1,4.1,587,28,21,686,1200.0,3010
4676,0,1,4.4,464,41,13,401,800.0,5004
4677,1,0,4.1,956,28,20,1609,600.0,65
4678,0,1,4.5,546,42,13,410,900.0,5004
4679,1,0,4.2,532,42,20,598,600.0,5004
4680,1,0,4.3,336,42,20,553,800.0,1382
4681,1,0,4.1,1555,42,20,107,750.0,3317
4682,0,0,3.9,1155,41,20,515,650.0,5004
4683,1,1,4.1,1774,42,57,879,1200.0,1498
4684,0,1,4.1,770,41,21,49,800.0,5004
4685,1,0,4.0,181,28,20,1210,550.0,3639
4686,0,1,4.1,759,40,4,1192,1200.0,5004
4687,1,0,4.6,406,3,20,0,1000.0,5004
4688,1,1,4.2,2709,40,13,402,1000.0,4105
4689,1,1,4.0,1509,40,13,381,900.0,5004
4690,1,0,3.9,1138,42,20,1348,500.0,5004
4691,0,1,4.2,1192,28,26,975,1200.0,5004
4692,1,0,4.1,1112,42,20,287,750.0,4352
4693,1,1,4.0,792,44,20,1152,900.0,5004
4694,1,0,4.0,957,44,20,1665,500.0,5004
4695,1,0,4.0,313,42,20,608,800.0,5004
4696,1,1,3.9,484,42,20,1423,700.0,5004
4697,1,1,4.1,1336,22,20,1371,800.0,2943
4698,0,1,4.4,320,42,20,1063,1200.0,5004
4699,1,1,4.2,869,42,13,337,600.0,951
4700,1,0,4.2,1059,42,13,392,800.0,5004
4701,0,0,4.1,674,42,20,1585,650.0,5004
4702,1,1,4.1,218,42,20,1235,600.0,2199
4703,1,1,4.2,1430,28,20,63,800.0,1278
4704,1,0,3.9,778,42,20,264,750.0,5004
4705,1,0,3.8,658,42,20,614,500.0,5004
4706,1,0,4.1,137,42,13,450,1200.0,5004
4707,1,0,4.1,306,44,13,412,600.0,5004
4708,0,1,4.1,1235,42,49,630,1500.0,5004
4709,1,0,3.8,208,3,20,235,700.0,934
4710,1,1,4.1,400,42,15,420,1200.0,1704
4711,0,1,4.1,466,28,20,1060,700.0,5004
4712,1,0,4.0,510,44,20,560,750.0,5004
4713,0,1,3.9,144,42,58,900,1000.0,5004
4714,1,0,4.1,588,28,20,556,700.0,5004
4715,1,1,4.2,1692,42,13,457,650.0,5004
4716,1,0,4.0,1308,28,20,623,750.0,5004
4717,1,1,4.0,790,28,20,694,1300.0,3417
4718,1,1,4.0,1014,28,58,880,1300.0,1234
4719,1,1,4.2,344,42,20,1152,500.0,5004
4720,1,1,4.1,1027,3,20,1152,1000.0,5004
4721,1,0,4.0,508,28,19,458,1000.0,5004
4722,1,1,4.0,235,42,20,1137,800.0,4238
4723,0,1,4.1,446,44,20,1152,650.0,5004
4724,1,1,4.2,239,28,22,347,600.0,5004
4725,1,1,4.0,1382,44,20,672,1100.0,5004
4726,1,0,3.7,111,3,20,42,800.0,2530
4727,1,1,4.4,4386,28,22,1464,600.0,814
4728,1,0,4.3,480,42,13,510,450.0,5004
4729,1,0,3.8,473,42,20,1593,500.0,5004
4730,0,1,3.9,281,44,21,745,1000.0,5004
4731,1,0,3.7,65,42,20,97,800.0,4558
4732,0,1,3.9,579,42,60,721,1300.0,5004
4733,1,0,3.9,823,42,20,556,550.0,5004
4734,0,0,4.0,130,28,62,1585,300.0,5004
4735,1,0,3.9,320,3,20,1192,650.0,1780
4736,0,0,4.2,386,28,13,425,700.0,5004
4737,0,0,4.1,1223,42,62,1108,400.0,5004
4738,1,0,4.5,2594,42,33,951,500.0,710
4739,1,1,4.2,293,42,20,1528,800.0,2920
4740,0,1,3.9,1388,42,46,716,1400.0,5004
4741,1,0,3.9,452,44,20,195,600.0,5004
4742,0,0,4.3,988,42,62,615,350.0,5004
4743,1,0,3.7,259,42,20,1135,750.0,1211
4744,1,0,3.5,888,44,20,1371,650.0,5004
4745,1,0,3.7,158,30,20,249,700.0,5004
4746,1,0,4.0,310,30,13,386,750.0,3757
4747,1,0,4.1,1003,42,20,1384,700.0,4371
4748,0,0,3.8,83,30,62,1168,400.0,5004
4749,0,0,3.8,157,22,47,692,1300.0,5004
4750,0,0,4.1,172,44,13,363,650.0,5004
4751,1,0,3.8,232,30,20,67,600.0,5004
4752,1,0,4.0,610,44,20,159,500.0,5004
4753,1,0,4.1,164,30,62,254,400.0,5004
4754,1,0,4.2,189,43,62,1641,300.0,5004
4755,0,0,4.1,873,28,62,1543,300.0,5004
4756,1,0,3.2,908,42,20,1377,600.0,5004
4757,0,1,4.2,117,44,20,1421,800.0,5004
4758,1,0,4.2,522,44,62,1665,450.0,5004
4759,1,0,3.8,53,44,62,914,350.0,5004
4760,1,1,3.5,59,22,20,1275,700.0,5004
4761,1,0,4.3,165,42,62,328,500.0,5004
4762,0,0,3.9,118,30,20,1181,800.0,5004
4763,1,0,4.4,384,44,62,1580,300.0,5004
4764,0,0,4.2,51,42,62,1543,200.0,5004
4765,1,0,4.1,90,42,13,381,600.0,3065
4766,0,1,4.3,104,44,20,1160,1000.0,5004
4767,1,0,4.2,556,42,62,1668,400.0,5004
4768,1,0,4.3,245,42,62,1664,600.0,1133
4769,0,0,3.7,202,28,20,1310,900.0,5004
4770,1,0,4.3,277,44,62,1152,450.0,5004
4771,1,0,4.0,750,24,62,1152,250.0,5004
4772,1,0,3.8,47,42,13,453,600.0,5004
4773,1,0,3.0,66,42,20,195,700.0,4868
4774,0,1,4.1,353,40,37,800,2000.0,5004
4775,0,0,3.9,124,3,13,444,500.0,5004
4776,1,0,3.6,122,22,20,1554,550.0,5004
4777,0,0,4.0,181,42,51,1152,150.0,5004
4778,1,0,3.7,72,30,20,1205,450.0,5004
4779,1,0,3.8,149,42,20,275,600.0,4926
4780,1,0,3.9,1043,44,62,321,600.0,1805
4781,0,0,3.8,103,41,4,876,1500.0,5004
4782,0,0,4.1,208,42,62,186,200.0,5004
4783,1,0,4.1,323,44,13,340,700.0,5004
4784,1,0,3.7,125,28,12,215,400.0,1489
4785,1,0,4.0,152,42,12,217,350.0,5004
4786,0,0,3.8,38,43,20,1446,900.0,5004
4787,1,0,3.8,331,22,62,1152,350.0,5004
4788,1,0,4.0,138,44,20,1163,800.0,5004
4789,1,0,3.5,79,30,20,71,600.0,1417
4790,0,1,3.9,165,28,20,1588,1000.0,5004
4791,0,0,3.9,371,22,20,1583,400.0,5004
4792,1,0,3.8,76,42,62,200,500.0,4217
4793,1,0,4.2,99,44,33,779,900.0,5004
4794,1,0,3.8,172,42,20,1419,400.0,3762
4795,1,0,3.9,48,22,62,819,400.0,5004
4796,0,0,4.0,193,28,20,1551,500.0,5004
4797,1,0,3.8,264,44,20,1150,650.0,5004
4798,1,0,2.6,208,28,20,600,650.0,5004
4799,1,0,3.4,212,22,20,1254,800.0,5004
4800,0,0,3.4,97,28,21,1555,1100.0,5004
4801,1,0,4.2,413,42,13,427,700.0,5004
4802,1,1,3.6,107,42,20,1192,900.0,5004
4803,1,0,3.9,67,30,62,815,200.0,5004
4804,1,0,3.9,459,22,62,260,600.0,5004
4805,1,0,4.0,108,30,62,327,500.0,5004
4806,1,0,3.8,84,22,62,576,400.0,5004
4807,1,0,4.0,684,42,62,615,250.0,5004
4808,0,0,3.9,139,44,68,1636,200.0,5004
4809,1,0,3.6,64,7,20,589,400.0,5004
4810,1,0,4.2,166,42,62,815,300.0,5004
4811,1,1,3.5,551,3,20,1232,600.0,5004
4812,1,0,3.7,244,28,20,284,450.0,5004
4813,0,0,4.0,161,30,62,871,200.0,5004
4814,0,0,3.8,69,3,14,348,700.0,5004
4815,1,0,3.5,239,42,20,1408,1000.0,1192
4816,1,1,4.2,325,44,20,1201,800.0,5004
4817,1,0,3.8,146,28,20,519,600.0,5004
4818,1,0,4.0,911,3,62,1106,600.0,5004
4819,1,0,3.9,498,43,62,1634,300.0,5004
4820,1,0,3.9,126,30,62,1585,400.0,5004
4821,1,0,3.8,122,30,20,1084,700.0,5004
4822,1,0,3.3,67,3,20,1192,600.0,5004
4823,1,0,4.0,76,40,62,1598,300.0,5004
4824,0,0,3.3,50,3,41,519,400.0,5004
4825,1,0,3.8,190,22,62,1569,250.0,1653
4826,1,0,3.3,394,44,62,1152,400.0,5004
4827,1,0,3.8,41,44,62,830,400.0,4896
4828,1,0,3.8,139,42,62,1587,200.0,128
4829,1,0,3.9,315,30,62,1635,300.0,5004
4830,1,0,4.2,450,30,13,360,400.0,5004
4831,0,1,3.8,169,41,4,1583,1300.0,5004
4832,1,0,4.1,119,22,62,1574,200.0,5004
4833,1,0,4.2,289,3,62,6,400.0,5004
4834,0,0,3.1,117,44,62,233,200.0,5004
4835,0,0,3.3,177,28,20,1218,950.0,5004
4836,1,0,3.9,153,28,41,425,400.0,5004
4837,0,0,4.0,57,42,20,1662,400.0,5004
4838,1,0,3.9,391,44,20,908,750.0,5004
4839,1,0,3.6,207,42,20,1046,500.0,5004
4840,1,0,4.0,166,30,62,1585,400.0,5004
4841,1,0,3.8,57,44,20,1527,700.0,1083
4842,1,0,3.4,34,44,20,1355,650.0,5004
4843,1,0,3.9,97,30,62,1543,200.0,5004
4844,1,0,3.6,95,38,62,1331,300.0,4050
4845,1,0,3.8,41,44,62,233,200.0,5004
4846,0,0,3.8,109,42,13,381,800.0,5004
4847,1,0,3.7,59,22,13,441,600.0,5004
4848,0,1,3.5,32,42,20,1192,1000.0,5004
4849,1,0,3.8,46,30,30,955,400.0,682
4850,1,0,3.9,85,44,62,1152,400.0,5004
4851,1,0,3.9,551,44,62,816,600.0,5004
4852,1,0,2.8,151,44,20,1202,700.0,5004
4853,1,0,3.9,247,30,13,404,400.0,5004
4854,1,0,3.8,46,28,62,1461,450.0,5004
4855,1,0,3.9,386,28,62,1472,600.0,5004
4856,0,0,3.9,152,44,41,573,500.0,5004
4857,1,0,3.9,344,22,62,1192,500.0,1518
4858,1,0,3.0,59,28,20,602,650.0,5004
4859,1,1,4.0,128,22,20,1386,900.0,5004
4860,1,0,3.9,96,38,62,1323,350.0,233
4861,1,0,4.1,609,3,62,1152,400.0,1551
4862,0,0,3.5,70,44,62,1644,200.0,5004
4863,0,0,3.7,36,44,43,1038,400.0,5004
4864,1,0,3.7,132,28,13,502,400.0,5004
4865,1,0,2.8,102,3,62,1192,350.0,5004
4866,0,0,4.2,377,28,62,1585,300.0,5004
4867,1,0,3.9,75,3,62,1447,200.0,5004
4868,1,0,3.9,194,28,20,1585,400.0,5004
4869,0,0,2.3,175,28,20,1152,450.0,5004
4870,1,0,3.9,64,42,62,1068,300.0,5004
4871,0,0,2.8,64,44,62,1585,300.0,5004
4872,1,0,3.9,92,28,62,1598,300.0,5004
4873,1,0,4.2,76,42,62,1513,450.0,5004
4874,0,0,3.8,40,44,20,1557,500.0,5004
4875,0,0,2.8,53,41,3,189,600.0,5004
4876,0,0,3.8,89,42,62,1333,300.0,5004
4877,0,0,2.9,231,28,30,791,800.0,5004
4878,1,0,3.7,51,3,62,1152,300.0,5004
4879,1,0,3.8,75,30,62,1042,300.0,5004
4880,1,0,3.0,72,42,62,321,600.0,3195
4881,0,0,3.6,68,44,41,1029,550.0,5004
4882,0,0,3.8,82,44,62,545,200.0,5004
4883,0,0,2.2,90,3,20,1192,750.0,5004
4884,0,0,2.9,53,44,62,1066,300.0,5004
4885,0,0,3.5,56,3,62,1583,400.0,5004
4886,0,0,3.4,25,28,62,1624,200.0,5004
4887,1,0,2.7,85,28,13,494,500.0,5004
4888,1,0,3.0,57,30,62,1325,400.0,5004
4889,0,0,3.7,91,30,20,1192,900.0,5004
4890,1,0,4.1,205,42,62,815,250.0,5004
4891,0,0,3.8,89,28,62,857,400.0,5004
4892,1,0,3.1,68,30,62,1136,550.0,5004
4893,1,0,3.8,62,24,62,864,350.0,5004
4894,1,1,3.8,256,3,20,72,800.0,5004
4895,1,0,2.3,298,7,62,284,450.0,1167
4896,1,0,3.8,187,28,13,337,500.0,5004
4897,0,1,4.5,3902,42,60,887,1000.0,5004
4898,0,1,4.4,1149,0,21,1365,1100.0,5004
4899,1,1,4.1,624,0,21,139,1500.0,5004
4900,0,1,4.0,165,0,4,876,1100.0,5004
4901,1,0,4.6,4650,44,46,31,1500.0,5004
4902,0,1,4.4,1533,42,54,1124,2000.0,5004
4903,0,1,4.5,2225,44,21,1120,1100.0,5004
4904,1,1,4.4,2493,3,57,1339,900.0,5004
4905,1,1,4.4,3870,42,25,711,1600.0,5004
4906,0,1,4.5,6348,44,5,1103,1600.0,5004
4907,1,1,4.4,4315,28,52,623,1600.0,5004
4908,0,1,4.8,4390,42,4,641,1000.0,5004
4909,0,1,4.4,110,42,46,1467,1500.0,5004
4910,0,1,4.6,866,41,54,685,1400.0,5004
4911,0,1,4.6,4947,42,26,801,1800.0,5004
4912,0,1,4.5,1932,42,54,628,1400.0,5004
4913,0,1,4.4,1213,41,53,34,1200.0,5004
4914,0,1,3.9,1771,28,4,897,1300.0,5004
4915,0,1,4.0,2151,42,46,625,1000.0,5004
4916,1,1,4.3,2563,42,4,686,1200.0,5004
4917,1,1,4.2,1365,44,21,121,1400.0,5004
4918,1,1,4.1,587,28,21,686,1200.0,5004
4919,1,1,4.1,1774,42,57,879,1200.0,5004
4920,0,1,4.1,759,40,4,1192,1200.0,5004
4921,0,1,4.2,1192,28,26,975,1200.0,5004
4922,0,1,4.1,1235,42,49,630,1500.0,5004
4923,0,1,3.9,144,42,58,900,1000.0,5004
4924,1,1,4.0,1014,28,58,880,1300.0,5004
4925,0,1,3.9,579,42,60,721,1300.0,5004
4926,0,1,3.9,1388,42,46,716,1400.0,5004
4927,0,0,3.8,103,41,4,876,1500.0,5004
4928,0,0,3.4,97,28,21,1555,1100.0,5004
4929,0,1,3.8,169,41,4,1583,1300.0,5004
4930,0,1,4.4,1154,0,21,1365,1100.0,5004
4931,0,1,4.5,6349,44,5,1103,1600.0,5004
4932,1,1,4.1,625,0,21,139,1500.0,5004
4933,0,1,4.0,165,0,4,876,1100.0,5004
4934,0,1,4.7,10422,42,21,1319,1400.0,5004
4935,0,1,4.5,3903,42,60,887,1000.0,5004
4936,0,1,4.5,2233,44,21,1120,1100.0,5004
4937,1,1,4.5,3130,42,21,1229,1500.0,5004
4938,1,1,4.4,2493,3,57,1339,900.0,5004
4939,0,0,4.3,2349,42,57,884,1400.0,5004
4940,0,1,4.5,6349,44,5,1103,1600.0,5004
4941,1,1,4.9,2184,42,21,132,1500.0,5004
4942,0,1,4.8,4390,42,4,641,1000.0,5004
4943,1,1,4.4,454,44,21,1152,1500.0,5004
4944,0,1,4.6,4965,42,26,801,1800.0,5004
4945,0,1,4.3,1203,28,5,801,1500.0,5004
4946,0,1,4.4,1213,41,53,34,1200.0,5004
4947,0,1,3.9,1774,28,4,897,1300.0,5004
4948,0,1,4.3,958,3,21,1413,1000.0,5004
4949,1,1,4.3,2562,42,4,686,1200.0,5004
4950,1,1,4.2,1365,44,21,121,1400.0,5004
4951,1,1,4.2,541,42,26,1261,1000.0,5004
4952,1,1,4.4,383,42,21,1104,1500.0,5004
4953,1,1,4.1,587,28,21,686,1200.0,5004
4954,0,1,4.1,771,41,21,49,800.0,5004
4955,1,1,4.1,1774,42,57,879,1200.0,5004
4956,0,1,4.1,759,40,4,1192,1200.0,5004
4957,0,1,4.2,1194,28,26,975,1200.0,5004
4958,1,1,4.1,400,42,15,420,1200.0,5004
4959,0,1,3.9,144,42,58,900,1000.0,5004
4960,1,1,4.0,1015,28,58,880,1300.0,5004
4961,0,1,3.9,281,44,21,745,1000.0,5004
4962,0,1,3.9,579,42,60,721,1300.0,5004
4963,0,0,3.8,157,22,47,692,1300.0,5004
4964,0,0,3.9,105,41,4,876,1500.0,5004
4965,0,0,3.4,97,28,21,1555,1100.0,5004
4966,0,1,3.8,169,41,4,1583,1300.0,5004
4967,1,1,3.8,203,66,20,1254,1200.0,5004
4968,1,1,4.2,4733,12,20,1202,1500.0,5004
4969,1,1,4.4,1112,12,21,206,1200.0,5004
4970,1,1,4.5,1401,12,21,556,1700.0,5004
4971,1,0,4.0,3213,12,20,1398,750.0,5004
4972,0,1,4.5,2198,66,20,1099,1800.0,5004
4973,1,1,4.3,3130,49,20,1412,1500.0,5004
4974,0,1,4.4,2119,48,37,1310,2200.0,5004
4975,0,0,4.6,983,49,37,1650,3000.0,5004
4976,1,1,4.0,1913,49,20,1659,2100.0,5004
4977,0,1,4.3,152,78,37,17,2800.0,5004
4978,1,1,4.3,765,48,20,1490,1400.0,5004
4979,0,1,4.4,1065,78,20,1321,1600.0,5004
4980,0,1,4.3,679,66,37,803,2500.0,5004
4981,0,0,4.3,689,49,37,810,3000.0,5004
4982,0,0,4.1,1007,65,20,1227,500.0,5004
4983,0,0,4.3,458,48,25,171,1500.0,5004
4984,0,1,4.2,332,48,21,1371,1000.0,5004
