,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
10915,1,1,4.1,840,35,13,472,800.0,1370
10916,1,1,4.4,2589,35,22,1464,600.0,2233
10917,1,1,4.3,496,35,19,370,800.0,5004
10918,1,0,4.0,722,35,13,372,1000.0,441
10919,1,1,3.6,104,35,13,652,800.0,5000
10920,0,0,4.5,1181,34,16,336,900.0,5004
10921,1,1,4.2,559,34,13,404,1200.0,376
10922,1,0,4.1,399,34,33,783,700.0,493
10923,1,1,4.1,577,34,13,453,700.0,3082
10924,0,0,4.3,167,34,13,330,500.0,5004
10925,1,0,4.3,191,21,13,355,700.0,2102
10926,0,0,3.8,92,34,13,330,700.0,5004
10927,1,0,3.7,73,2,19,396,500.0,4838
10928,0,0,4.0,241,34,13,385,600.0,5004
10929,1,0,4.1,172,34,13,761,700.0,5004
10930,1,0,3.8,44,2,13,387,500.0,3145
10931,1,0,4.1,274,34,13,414,900.0,3416
10932,0,0,3.8,110,34,22,1217,700.0,5004
10933,1,0,3.7,46,34,13,330,500.0,362
10934,1,0,3.8,140,34,13,407,650.0,1371
10935,0,0,3.9,63,2,13,434,450.0,5004
10936,1,0,3.8,77,2,13,434,550.0,2723
10937,1,0,3.9,97,34,13,435,350.0,2379
10938,1,1,4.5,506,23,13,453,650.0,874
10939,1,0,3.8,362,20,13,381,700.0,437
10940,1,0,3.8,221,34,30,955,400.0,600
10941,1,0,3.6,531,57,29,920,450.0,25
10942,1,0,4.0,297,34,62,1152,350.0,3415
10943,1,0,3.7,52,34,62,1042,350.0,1082
10944,1,0,4.0,209,34,62,1503,600.0,851
10945,1,0,4.2,386,34,62,320,500.0,3713
10946,1,0,4.4,220,2,30,952,400.0,4519
10947,1,0,3.7,118,35,62,83,300.0,2786
10948,1,0,4.0,3128,35,20,1398,750.0,4379
10949,1,0,4.4,1418,35,62,1111,300.0,2125
10950,1,0,4.1,498,34,62,1640,250.0,1916
10951,1,0,4.8,265,34,30,765,400.0,5004
10952,1,1,4.4,2589,35,22,1464,600.0,2233
10953,0,0,3.9,87,34,30,771,300.0,5004
10954,1,1,4.5,1228,34,20,1381,800.0,2709
10955,1,0,3.9,420,35,20,1520,800.0,2865
10956,1,0,3.7,215,2,72,572,450.0,5004
10957,1,0,3.3,58,35,62,1493,300.0,4639
10958,1,0,3.3,238,60,62,1192,400.0,2385
10959,1,0,4.0,148,21,29,258,400.0,2633
10960,1,1,4.1,448,34,20,607,500.0,4734
10961,1,0,3.9,191,21,20,1382,650.0,1128
10962,1,0,4.2,432,34,30,771,500.0,805
10963,1,0,3.7,306,55,62,1334,400.0,2354
10964,1,0,3.5,408,55,62,321,600.0,1803
10965,1,0,4.1,327,34,62,1585,300.0,2647
10966,1,0,3.8,306,55,62,1495,400.0,1354
10967,1,0,3.1,616,35,62,320,450.0,2599
10968,1,0,4.3,332,23,62,320,300.0,2207
10969,1,0,3.9,162,34,29,1461,750.0,2157
10970,1,0,4.1,189,34,62,1543,100.0,582
10971,1,0,3.8,257,2,62,1192,600.0,4022
10972,1,0,3.7,297,2,62,233,200.0,1943
10973,1,0,3.2,123,2,20,1029,600.0,2870
10974,1,0,3.9,96,34,62,589,300.0,3681
10975,1,0,3.6,92,2,62,104,400.0,4102
10976,1,0,3.7,41,23,29,1509,400.0,4190
10977,1,0,2.7,182,35,20,1422,450.0,1658
10978,1,0,3.9,247,55,62,1041,400.0,2869
10979,1,0,4.0,154,35,62,1117,400.0,413
10980,1,0,3.6,153,55,62,1513,400.0,1142
10981,1,0,4.1,343,35,72,1388,500.0,1871
10982,1,0,2.7,434,34,20,1470,750.0,2317
10983,1,0,3.9,232,35,29,233,650.0,1968
10984,1,0,3.7,301,35,20,260,750.0,1053
10985,1,0,3.9,35,34,29,179,500.0,1600
10986,1,0,3.7,93,35,62,1054,400.0,3781
10987,1,0,3.8,140,34,20,922,700.0,825
10988,1,0,3.7,50,64,30,767,300.0,594
10989,1,1,4.3,1437,35,20,1621,1500.0,3827
10990,1,1,4.4,2329,34,54,38,1400.0,1469
10991,1,0,3.4,182,2,20,575,500.0,1177
10992,1,0,3.6,90,55,62,1666,400.0,1424
10993,1,0,3.7,48,55,72,92,150.0,3597
10994,1,0,4.2,376,34,62,1640,350.0,1721
10995,1,0,2.7,64,55,41,519,700.0,3982
10996,1,0,3.7,214,34,20,109,700.0,5004
10997,1,0,3.8,151,2,62,1472,500.0,3453
10998,1,0,3.8,109,2,30,952,450.0,2873
10999,1,0,3.9,110,35,62,815,400.0,2205
11000,1,1,4.1,577,34,13,453,700.0,3082
11001,1,0,3.2,107,23,29,1152,500.0,860
11002,1,0,4.0,177,55,20,696,600.0,5004
11003,1,0,3.7,91,34,62,1624,200.0,3008
11004,1,0,3.8,128,35,62,849,400.0,1737
11005,1,0,2.6,227,2,62,998,600.0,889
11006,1,0,4.2,533,55,20,1131,800.0,5004
11007,1,0,3.7,118,35,62,607,450.0,3363
11008,0,0,3.4,58,55,62,1582,500.0,5004
11009,1,0,4.1,174,34,30,949,500.0,2611
11010,1,0,3.8,189,2,62,1470,400.0,3101
11011,1,0,3.5,324,2,20,1371,600.0,1552
11012,1,0,3.8,128,55,62,1490,300.0,5004
11013,1,0,3.8,289,34,20,294,600.0,928
11014,1,0,3.8,140,35,62,1186,500.0,1020
11015,0,0,4.0,161,35,20,284,600.0,5004
11016,1,1,4.5,755,55,4,735,1300.0,5004
11017,1,0,3.9,84,55,30,765,300.0,5004
11018,1,0,3.7,370,35,20,109,800.0,1118
11019,1,0,3.8,48,2,70,1117,150.0,2742
11020,1,1,4.5,506,23,13,453,650.0,874
11021,1,0,3.9,82,55,62,556,400.0,4690
11022,1,0,3.9,71,2,62,545,250.0,1317
11023,1,0,3.8,140,34,13,407,650.0,1371
11024,1,0,3.5,119,34,20,264,750.0,964
11025,1,0,3.1,78,23,29,1292,500.0,861
11026,1,0,3.9,190,35,20,1054,600.0,574
11027,1,1,4.5,418,35,20,143,1200.0,443
11028,1,0,3.6,56,34,13,330,650.0,783
11029,1,0,3.7,57,23,29,622,500.0,5004
11030,1,0,3.9,41,35,62,313,550.0,2170
11031,1,0,3.8,173,21,62,233,300.0,4901
11032,1,0,3.7,71,2,20,81,450.0,4566
11033,1,0,3.9,64,34,31,768,600.0,593
11034,1,0,3.8,88,34,62,1043,400.0,3826
11035,1,1,4.2,341,34,26,909,1400.0,5004
11036,1,0,3.9,97,34,13,435,350.0,2379
11037,1,0,3.6,42,55,20,102,600.0,2955
11038,1,0,3.5,312,35,20,1141,700.0,4024
11039,1,0,3.9,55,34,9,213,400.0,495
11040,1,1,4.2,1196,34,60,886,1400.0,1373
11041,1,0,4.1,399,34,33,783,700.0,493
11042,1,0,4.1,70,20,20,1152,700.0,2777
11043,1,0,4.1,98,23,13,382,500.0,664
11044,1,0,2.4,48,34,62,830,450.0,1920
11045,1,1,3.7,399,34,20,1410,1000.0,3527
11046,1,0,3.8,98,2,20,556,500.0,1131
11047,1,0,3.7,64,2,62,579,400.0,452
11048,1,0,4.0,209,35,62,1146,550.0,4121
11049,1,0,3.1,150,34,20,1177,500.0,5004
11050,1,0,4.0,89,34,62,815,200.0,5004
11051,1,0,3.9,224,2,20,609,600.0,4825
11052,1,1,3.6,104,35,13,652,800.0,5000
11053,1,1,4.3,473,34,20,1543,750.0,5004
11054,1,0,4.0,96,34,9,208,400.0,3396
11055,1,0,3.6,76,35,62,1057,450.0,2346
11056,1,0,2.7,194,55,20,1595,400.0,4184
11057,1,0,4.1,201,34,20,1539,650.0,4324
11058,1,0,4.2,219,34,20,83,1000.0,1315
11059,1,1,4.1,840,35,13,472,800.0,1370
11060,1,0,4.3,191,21,13,355,700.0,2102
11061,1,0,2.9,215,35,62,320,500.0,3348
11062,1,0,3.7,91,34,20,1273,500.0,1195
11063,1,0,3.8,31,2,41,771,300.0,498
11064,1,0,3.9,240,34,20,233,600.0,966
11065,1,0,2.7,171,34,20,280,500.0,2540
11066,1,0,3.8,49,35,62,1593,300.0,3602
11067,1,0,3.7,86,55,62,1105,400.0,5004
11068,1,1,3.8,360,34,60,728,1300.0,1990
11069,1,0,3.8,69,34,62,1152,300.0,274
11070,1,0,3.9,219,35,20,67,600.0,4154
11071,1,0,3.6,147,35,20,1272,700.0,559
11072,0,0,3.9,247,35,20,94,450.0,5004
11073,1,0,3.7,81,20,62,1567,200.0,3468
11074,1,0,3.9,611,2,20,537,750.0,2367
11075,1,0,3.9,358,21,20,1380,650.0,186
11076,1,0,3.3,63,2,20,1193,500.0,5004
11077,1,1,3.9,751,21,57,626,1500.0,1762
11078,1,0,4.0,165,55,20,1152,500.0,5004
11079,1,0,4.1,252,20,1,175,350.0,4073
11080,1,0,3.6,68,60,20,307,450.0,5004
11081,1,0,3.7,73,2,19,396,500.0,5004
11082,1,0,3.8,80,34,20,519,750.0,5004
11083,1,0,2.8,100,55,41,733,800.0,5004
11084,1,0,3.8,109,2,21,55,600.0,5004
11085,0,0,4.2,216,35,51,1551,300.0,5004
11086,0,0,2.6,210,55,62,1192,400.0,5004
11087,1,0,3.9,375,55,62,53,400.0,5004
11088,1,0,4.1,274,34,13,414,900.0,3416
11089,1,1,3.9,293,34,20,1517,900.0,3330
11090,0,0,4.1,109,35,20,556,450.0,5004
11091,1,0,3.7,124,34,20,758,600.0,5004
11092,1,1,3.5,131,2,20,1324,1000.0,4280
11093,1,0,4.0,120,35,32,214,150.0,5004
11094,1,0,3.9,116,64,20,1177,1000.0,2845
11095,1,0,4.0,469,55,20,68,550.0,158
11096,1,0,4.0,253,23,20,1382,600.0,3484
11097,1,0,2.7,227,64,20,570,750.0,5004
11098,1,0,3.8,232,20,20,1192,500.0,5004
11099,1,0,3.3,351,2,51,78,350.0,3790
11100,1,0,3.7,209,34,20,1053,600.0,4629
11101,1,0,3.7,46,34,13,330,500.0,362
11102,1,0,3.8,77,2,13,434,550.0,2723
11103,1,0,3.9,77,34,20,971,800.0,1265
11104,1,0,4.1,91,35,29,1461,600.0,4130
11105,1,0,3.9,39,34,62,216,300.0,5004
11106,1,0,4.0,99,35,62,1117,400.0,5004
11107,1,1,4.3,496,35,19,370,800.0,5004
11108,1,0,3.6,519,34,20,1395,600.0,1215
11109,1,0,3.9,283,2,62,1331,250.0,5004
11110,1,0,3.6,113,2,72,1152,400.0,3531
11111,1,0,3.7,600,55,20,65,600.0,2371
11112,0,1,3.9,198,35,20,1152,700.0,5004
11113,0,0,3.7,53,35,3,188,350.0,5004
11114,0,1,4.1,737,35,21,49,800.0,5004
11115,1,0,3.7,83,34,20,511,600.0,5004
11116,1,1,4.0,202,55,62,1185,450.0,3806
11117,1,0,3.6,195,34,62,1192,500.0,2423
11118,1,0,4.0,220,23,20,556,500.0,4851
11119,1,0,3.8,185,35,62,233,250.0,5004
11120,1,1,4.3,53,55,20,247,600.0,3482
11121,1,0,3.9,52,35,62,821,300.0,2130
11122,1,1,4.5,1013,34,20,556,1100.0,455
11123,1,0,3.9,186,35,62,556,500.0,1423
11124,0,0,3.8,139,35,21,1218,500.0,5004
11125,1,0,4.1,172,34,13,761,700.0,5004
11126,1,1,4.1,229,35,20,1061,550.0,5004
11127,0,0,3.7,41,35,62,83,250.0,5004
11128,1,0,3.0,58,20,72,1264,400.0,2403
11129,1,0,3.8,362,20,13,381,700.0,5004
11130,1,0,4.1,200,34,20,1063,800.0,5004
11131,1,0,3.0,119,35,72,265,500.0,3148
11132,1,0,3.7,145,55,20,1491,600.0,5004
11133,1,0,4.1,198,34,20,961,600.0,5004
11134,1,1,4.1,223,34,20,133,500.0,3022
11135,1,0,3.4,78,2,62,1548,400.0,5004
11136,1,0,3.3,145,2,20,608,900.0,5004
11137,1,0,2.9,619,55,62,1192,500.0,2434
11138,1,1,3.7,83,34,20,58,800.0,4310
11139,1,0,2.6,254,2,20,1192,1050.0,5004
11140,0,0,3.8,164,35,20,76,650.0,5004
11141,1,0,2.8,234,34,20,519,700.0,1393
11142,1,0,4.0,72,35,20,1084,400.0,1331
11143,1,1,3.9,321,34,20,51,750.0,635
11144,1,1,4.2,405,34,20,1505,1500.0,5002
11145,1,0,3.7,220,34,62,264,400.0,5004
11146,1,0,4.0,722,35,13,372,1000.0,441
11147,1,0,4.0,175,35,62,206,400.0,5004
11148,1,0,3.9,93,34,62,1354,400.0,2854
11149,1,0,3.8,202,21,20,556,600.0,3365
11150,1,0,3.7,82,2,20,556,800.0,5004
11151,1,1,4.0,667,2,20,1303,700.0,2560
11152,1,0,4.1,383,35,20,555,700.0,1297
11153,1,0,4.1,1208,34,20,1152,800.0,3641
11154,1,0,3.9,367,2,29,1425,450.0,2717
11155,1,1,4.0,694,55,20,1371,1200.0,5004
11156,1,0,4.1,155,34,20,556,1100.0,1392
11157,1,0,4.4,203,34,20,129,800.0,5004
11158,1,0,4.3,785,20,62,1152,300.0,5004
11159,1,0,3.7,42,2,62,519,500.0,5004
11160,1,0,3.8,311,34,20,721,800.0,5004
11161,0,1,4.4,1099,34,21,1168,1400.0,5004
11162,1,0,4.0,222,59,13,487,850.0,5004
11163,0,0,4.1,470,34,20,1152,800.0,5004
11164,0,0,3.8,161,2,62,233,300.0,5004
11165,0,1,4.2,783,34,20,1097,1400.0,5004
11166,0,0,4.2,142,20,0,173,500.0,5004
11167,0,0,3.8,41,20,0,173,500.0,5004
11168,1,0,4.1,178,20,29,822,400.0,5004
11169,1,0,3.9,115,35,20,519,550.0,1063
11170,1,1,4.0,178,34,20,28,1000.0,5004
11171,1,0,4.1,620,34,62,1565,200.0,5004
11172,1,0,3.9,248,34,4,894,1200.0,2245
11173,1,0,2.8,142,20,3,179,300.0,5004
11174,1,0,4.0,129,35,62,116,600.0,5004
11175,1,0,2.8,132,2,62,871,200.0,5004
11176,0,1,4.3,416,34,54,797,1800.0,5004
11177,1,0,3.7,68,23,20,1544,800.0,5004
11178,0,0,4.5,1181,34,16,336,900.0,5004
11179,1,1,4.2,559,34,13,404,1200.0,376
11180,0,1,3.9,300,34,20,55,750.0,5004
11181,0,0,4.0,83,34,62,1348,500.0,5004
11182,0,0,3.9,121,21,20,105,600.0,5004
11183,0,0,3.9,47,34,62,1435,500.0,5004
11184,0,0,4.3,259,34,30,947,200.0,5004
11185,1,0,3.8,44,2,13,387,500.0,3145
11186,0,0,3.8,110,34,22,1217,700.0,5004
11187,0,0,3.8,41,2,0,173,400.0,5004
11188,0,0,4.3,241,20,0,179,100.0,5004
11189,0,0,4.1,107,34,9,221,350.0,5004
11190,0,0,4.0,95,21,29,179,300.0,5004
11191,0,0,3.9,78,34,62,179,650.0,5004
11192,0,0,2.9,56,34,20,103,700.0,5004
11193,0,0,2.8,69,2,62,866,300.0,5004
11194,0,0,3.7,90,34,20,1140,600.0,5004
11195,0,0,3.8,104,2,62,1057,400.0,5004
11196,0,0,2.6,45,34,29,233,650.0,5004
11197,0,0,4.0,81,34,20,2,1000.0,5004
11198,1,0,3.8,51,2,41,1543,300.0,4499
11199,1,0,2.9,54,2,62,850,250.0,5004
11200,0,0,3.8,92,34,13,330,700.0,5004
11201,1,1,4.4,816,34,46,680,1200.0,5004
11202,1,1,4.3,496,35,19,370,800.0,5004
11203,1,0,4.0,154,35,62,1117,400.0,5004
11204,0,0,3.7,53,35,3,188,350.0,5004
11205,1,0,4.0,99,35,62,1117,400.0,5004
11206,1,0,4.0,120,35,32,214,150.0,4265
11207,1,0,4.8,265,34,30,765,400.0,5004
11208,1,0,4.1,399,34,33,783,700.0,493
11209,0,0,4.4,669,34,30,952,400.0,5004
11210,0,0,3.9,130,21,0,173,400.0,5004
11211,0,0,4.6,274,34,30,767,300.0,5004
11212,0,0,4.3,259,34,30,947,200.0,5004
11213,1,0,3.8,221,34,30,955,400.0,600
11214,1,0,4.2,432,34,30,771,500.0,805
11215,1,0,4.1,174,34,30,949,500.0,2611
11216,0,0,4.1,71,34,20,969,600.0,5004
11217,0,0,3.8,110,34,22,1217,700.0,5004
11218,0,0,3.8,41,2,0,173,400.0,5004
11219,1,0,3.8,109,2,30,952,450.0,2873
11220,1,0,3.8,31,2,41,771,300.0,5004
11221,1,0,3.9,35,34,29,179,500.0,1600
11222,1,0,3.9,90,34,30,765,300.0,5004
11223,0,0,3.9,87,34,30,771,300.0,5004
11224,0,0,4.0,95,21,29,179,300.0,5004
11225,1,0,3.8,48,2,70,1117,150.0,5004
11226,1,0,3.9,64,34,31,768,600.0,593
11227,0,0,3.9,78,34,62,179,650.0,5004
11228,0,0,4.0,81,34,20,2,1000.0,5004
11229,1,1,4.5,506,23,13,453,650.0,5004
11230,0,0,4.2,142,20,0,173,500.0,5004
11231,0,0,4.3,241,20,0,179,100.0,5004
11232,0,0,3.8,41,20,0,173,500.0,5004
11233,0,0,4.0,168,35,20,284,600.0,5004
11234,0,1,4.2,788,35,21,49,800.0,5004
11235,1,1,4.4,2640,35,22,1464,600.0,5004
11236,1,1,4.3,1446,35,20,1621,1500.0,5004
11237,0,0,3.9,259,35,20,94,450.0,5004
11238,1,1,4.2,884,35,13,472,800.0,5004
11239,1,1,4.5,435,35,20,143,1200.0,5004
11240,1,0,3.8,223,35,20,67,600.0,5004
11241,1,0,4.0,430,35,20,1520,800.0,5004
11242,0,1,4.0,240,35,20,1063,1400.0,5004
11243,0,0,4.2,232,35,51,1551,300.0,5004
11244,0,0,4.1,112,35,20,556,450.0,5004
11245,0,0,3.8,167,35,20,76,650.0,5004
11246,1,1,4.1,232,35,20,1061,550.0,5004
11247,1,0,3.8,65,35,62,1601,400.0,5004
11248,1,0,3.7,380,35,20,109,800.0,5004
11249,1,0,4.0,72,35,20,1084,550.0,5004
11250,0,0,4.1,114,35,20,797,1400.0,5004
11251,1,0,4.0,386,35,20,555,700.0,5004
11252,1,0,4.1,3248,35,20,1398,750.0,5004
11253,0,0,4.2,96,35,20,83,700.0,5004
11254,1,0,3.4,309,35,20,260,750.0,5004
11255,1,1,3.6,108,35,13,652,800.0,5004
11256,1,0,3.9,197,35,20,1054,600.0,5004
11257,1,0,3.6,149,35,20,1272,700.0,5004
11258,0,1,3.9,203,35,20,1152,700.0,5004
11259,0,0,3.8,139,35,21,1218,500.0,5004
11260,1,0,3.5,316,35,20,1141,700.0,5004
11261,1,0,3.8,98,35,20,1568,600.0,5004
11262,1,0,3.9,118,35,20,519,550.0,5004
11263,1,0,2.7,185,35,20,1422,450.0,3138
11264,1,0,4.4,1514,35,62,1111,300.0,5004
11265,0,0,3.8,33,35,62,1037,250.0,5004
11266,1,0,3.9,118,35,62,819,400.0,5004
11267,1,0,4.0,182,35,62,206,400.0,5004
11268,1,0,3.9,727,35,62,321,600.0,5004
11269,1,0,3.8,189,35,62,233,250.0,5004
11270,1,0,3.7,119,35,62,95,300.0,5004
11271,1,0,3.1,639,35,62,320,450.0,5004
11272,0,0,4.0,129,35,62,116,600.0,5004
11273,1,0,3.9,187,35,62,558,500.0,5004
11274,0,0,3.7,54,35,3,188,350.0,5004
11275,1,0,3.7,120,35,62,607,450.0,5004
11276,1,0,4.0,160,35,62,1186,500.0,5004
11277,1,0,3.9,43,35,62,313,600.0,5004
11278,1,0,3.8,134,35,62,849,400.0,5004
11279,1,0,3.7,59,35,62,1493,300.0,5004
11280,1,0,3.9,57,35,62,821,300.0,5004
11281,1,0,4.0,211,35,62,1146,550.0,5004
11282,1,0,3.7,94,35,62,1054,400.0,3128
11283,1,0,3.8,52,35,62,1593,300.0,5004
11284,1,0,2.9,217,35,62,320,500.0,5004
11285,1,0,3.6,80,35,62,1057,450.0,5004
11286,0,1,4.7,1697,34,20,811,1400.0,5004
11287,0,1,4.4,1129,34,21,1488,1400.0,5004
11288,1,1,4.2,471,34,54,194,1800.0,5004
11289,1,1,4.4,2392,34,54,18,2000.0,5004
11290,0,1,4.2,1145,34,20,1321,1600.0,5004
11291,0,0,4.5,1239,34,16,336,900.0,5004
11292,1,1,4.5,1065,34,20,519,1100.0,5004
11293,0,0,4.1,488,34,20,1152,800.0,5004
11294,1,1,4.4,1339,34,20,1381,800.0,5004
11295,1,1,4.6,376,34,20,274,800.0,5004
11296,1,1,4.2,609,34,13,404,1200.0,5004
11297,1,0,4.1,1286,34,20,1152,800.0,5004
11298,1,1,4.4,859,34,46,680,1200.0,5004
11299,1,0,3.4,356,2,51,78,350.0,5004
11300,0,1,4.2,2011,34,20,701,800.0,5004
11301,0,1,3.9,303,34,20,55,750.0,5004
11302,1,0,4.2,224,34,20,83,1000.0,5004
11303,1,1,4.1,605,34,13,453,700.0,5004
11304,1,0,3.9,63,2,62,1560,400.0,677
11305,1,0,4.4,214,34,20,129,800.0,5004
11306,1,1,4.2,367,34,26,909,1400.0,5004
11307,1,1,4.2,1223,34,60,886,1400.0,5004
11308,1,0,3.9,616,2,20,537,750.0,5004
11309,0,1,3.9,695,34,54,744,1500.0,5004
11310,1,1,3.8,389,34,60,728,1300.0,5004
11311,1,0,3.8,142,34,20,922,700.0,2888
11312,1,0,3.5,531,34,20,1395,600.0,5004
11313,1,0,3.8,77,2,20,81,450.0,5004
11314,1,1,3.8,325,34,20,51,750.0,5004
11315,1,1,4.3,482,34,20,1543,750.0,5004
11316,1,1,4.2,421,34,20,1505,1500.0,5004
11317,1,1,3.9,764,21,57,626,1500.0,5004
11318,0,0,3.9,130,21,20,105,600.0,5004
11319,0,1,4.2,310,34,20,1063,1300.0,5004
11320,0,0,4.0,55,2,51,1565,200.0,5004
11321,1,0,4.1,206,34,20,1539,650.0,5004
11322,1,0,4.3,193,21,13,355,700.0,5004
11323,0,1,4.2,789,34,20,1097,1400.0,5004
11324,1,1,4.0,717,34,20,608,800.0,5004
11325,0,0,4.0,170,2,57,876,1100.0,5004
11326,1,1,4.0,671,2,20,1303,700.0,5004
11327,1,1,3.5,135,2,20,1324,1000.0,5004
11328,1,0,3.7,82,34,20,511,600.0,5004
11329,1,0,4.1,203,34,20,961,600.0,5004
11330,1,1,4.0,47,34,20,654,800.0,5004
11331,1,0,3.8,323,34,20,721,800.0,5004
11332,1,0,4.1,163,34,20,556,1100.0,5004
11333,1,0,3.9,360,21,20,1380,650.0,5004
11334,0,0,3.8,94,34,13,330,700.0,5004
11335,1,1,4.1,226,34,20,133,500.0,5004
11336,1,0,3.8,204,2,20,65,600.0,5004
11337,1,0,3.7,214,34,20,109,700.0,5004
11338,0,1,3.9,75,34,21,627,1200.0,5004
11339,1,0,3.5,67,2,20,1193,500.0,5004
11340,1,1,3.9,293,34,20,1517,900.0,5004
11341,1,0,3.8,191,21,20,1382,650.0,5004
11342,1,0,3.7,75,2,19,396,500.0,5004
11343,1,1,4.0,183,34,20,28,1000.0,5004
11344,0,1,4.0,395,34,4,736,1300.0,5004
11345,1,0,2.8,236,34,20,522,600.0,5004
11346,0,0,4.0,250,34,13,385,600.0,5004
11347,1,0,3.7,205,21,20,556,600.0,5004
11348,1,1,4.1,449,34,20,607,500.0,5004
11349,1,0,4.0,249,34,20,233,600.0,5004
11350,1,1,3.7,399,34,20,1410,1000.0,5004
11351,1,0,3.6,328,2,20,1371,600.0,5004
11352,1,0,3.6,226,34,62,264,400.0,5004
11353,1,0,3.7,214,34,20,1053,600.0,5004
11354,1,0,4.1,202,34,20,1063,800.0,5004
11355,1,0,3.9,58,2,13,387,500.0,5004
11356,1,0,3.8,292,34,20,294,600.0,5004
11357,1,0,4.0,277,34,13,414,900.0,5004
11358,0,0,4.1,71,34,20,969,600.0,5004
11359,0,0,3.7,110,34,22,1217,700.0,5004
11360,1,0,2.5,256,2,20,1192,1050.0,5004
11361,1,1,3.9,123,34,20,58,800.0,5004
11362,0,0,3.9,58,2,4,683,1300.0,5004
11363,1,0,3.8,88,34,62,1043,400.0,3312
11364,0,0,3.7,46,34,13,330,500.0,5004
11365,1,0,3.7,111,2,21,55,600.0,5004
11366,1,0,2.9,128,2,20,1029,600.0,5004
11367,1,0,3.9,228,2,20,609,600.0,5004
11368,1,0,3.5,122,34,20,234,750.0,5004
11369,1,0,3.5,183,2,20,575,500.0,5004
11370,0,0,3.5,50,2,20,1553,600.0,5004
11371,1,0,3.8,141,34,13,407,650.0,5004
11372,0,0,3.7,102,2,4,1425,1200.0,5004
11373,1,0,3.7,92,34,20,1273,500.0,5004
11374,1,0,3.7,66,2,62,579,400.0,5004
11375,1,0,3.8,103,2,20,556,500.0,5004
11376,0,0,3.9,62,2,13,434,450.0,5004
11377,1,0,3.6,57,34,13,330,650.0,5004
11378,1,0,3.1,151,34,20,1177,500.0,5004
11379,1,0,3.8,80,34,20,519,750.0,5004
11380,1,0,3.6,80,34,20,971,800.0,5004
11381,0,0,3.7,103,2,20,1152,600.0,5004
11382,0,0,2.9,55,34,20,103,700.0,5004
11383,1,0,3.7,42,2,62,519,500.0,5004
11384,1,0,3.8,78,2,13,434,550.0,5004
11385,1,0,3.7,124,34,20,758,600.0,5004
11386,0,0,4.0,82,34,20,2,1000.0,5004
11387,1,0,3.9,97,34,13,435,350.0,1927
11388,1,0,2.7,171,34,20,280,500.0,5004
11389,1,0,2.7,442,34,20,1470,750.0,5004
11390,1,0,4.1,415,34,33,783,700.0,5004
11391,0,0,4.1,208,34,62,1543,250.0,5004
11392,0,0,4.0,91,34,62,1348,500.0,5004
11393,0,0,3.8,164,2,62,233,300.0,5004
11394,0,0,3.9,54,34,62,1435,500.0,5004
11395,1,0,3.9,95,34,62,1354,400.0,5004
11396,0,0,4.0,134,2,62,1543,200.0,5004
11397,1,0,3.8,72,2,62,545,250.0,5004
11398,1,0,3.5,383,34,62,1470,400.0,5004
11399,1,0,4.0,498,34,62,1640,250.0,5004
11400,1,0,3.8,301,2,62,233,200.0,1944
11401,1,0,4.0,332,34,62,1585,300.0,3141
11402,1,0,4.2,398,34,62,320,500.0,4434
11403,1,0,3.7,87,2,62,519,450.0,5004
11404,1,0,3.8,69,34,62,1152,300.0,5004
11405,1,0,3.8,59,2,41,1543,300.0,5004
11406,1,0,4.0,209,34,62,933,500.0,5004
11407,0,0,3.6,70,2,62,1557,200.0,5004
11408,1,0,3.9,268,2,62,1192,600.0,5004
11409,1,0,3.9,100,34,62,589,300.0,4077
11410,1,0,3.5,78,2,62,1543,400.0,5004
11411,1,0,2.4,48,34,62,830,450.0,4198
11412,1,0,3.8,173,21,62,233,300.0,5004
11413,1,0,4.0,91,34,62,815,200.0,5004
11414,1,0,3.8,96,2,62,1117,400.0,5004
11415,1,0,3.9,287,2,62,1331,250.0,5004
11416,1,0,3.6,199,34,62,1192,500.0,5004
11417,0,0,3.8,79,34,62,179,650.0,5004
11418,1,0,3.8,153,2,62,1472,500.0,5004
11419,1,0,4.0,154,34,62,1031,500.0,3125
11420,1,0,2.8,40,2,41,1666,400.0,5004
11421,0,0,3.7,161,2,62,1593,300.0,5004
11422,0,0,3.7,85,34,62,589,200.0,5004
11423,0,0,2.8,69,2,62,866,300.0,5004
11424,1,0,3.7,95,2,62,104,400.0,5004
11425,0,0,3.5,87,34,62,1543,150.0,5004
11426,0,0,3.8,104,2,62,1057,400.0,5004
11427,0,0,3.7,300,34,62,1412,400.0,5004
11428,1,0,3.9,237,20,20,1192,500.0,5004
11429,1,0,4.3,345,23,62,320,300.0,5004
11430,1,0,3.8,365,20,13,381,700.0,5004
11431,0,0,3.6,77,23,62,1585,400.0,5004
11432,1,1,4.2,1198,34,60,886,1400.0,1373
11433,0,1,4.3,419,34,54,797,1800.0,5004
11434,1,1,4.5,2330,34,54,18,2000.0,1469
11435,0,0,3.8,139,35,21,1218,500.0,5004
11436,1,1,4.4,815,34,46,680,1200.0,5004
11437,0,1,4.0,661,34,54,744,1500.0,5004
11438,1,1,3.8,361,34,60,728,1300.0,1990
11439,1,1,3.9,753,21,57,626,1500.0,1762
11440,0,0,4.0,159,2,57,876,1100.0,5004
11441,1,0,3.9,248,34,4,894,1200.0,2245
